0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,2,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,2,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
0,0,1,1,2,2,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,1,2,2,2,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0
0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,12,13,14,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,0,0,0,0,0,43,43,0,0,0,1,12,39,25,26,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,0,0,0,0,0,43,43,0,0,0,1,24,25,25,26,0,1,0,0,0,0,0
0,0,0,0,1,1,1,1,0,0,0,0,0,43,43,0,0,0,12,39,25,25,26,1,1,0,0,0,0,0
0,0,0,1,1,1,1,1,0,0,0,0,43,43,43,0,1,1,24,25,25,25,26,1,0,0,0,0,0,0
0,0,0,1,1,1,2,2,0,0,0,43,43,43,43,0,1,0,24,25,25,41,38,1,0,0,1,0,0,0
0,0,0,1,1,2,2,0,0,0,0,43,43,43,43,0,1,0,36,37,37,38,0,1,0,1,1,0,0,0
0,0,0,1,2,2,1,0,0,0,0,43,43,43,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,1,1,1,1,0,0,0,0,43,43,43,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,43,43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,43,43,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
